Matricula,Latitud,Longitud,Distance,Pos_date,date_fmt
A14E8BE45CB9F9B1B8F8BFBED680BCFE79912B7C935C4B9D80F36FCAEC9F3A48,38.6809083,-4.0552466,0.0111428241,1701396808000,01-12-2023 03:13:28
81486AACFBE20A1A64655FD2B79DD456B68E4AB7452D1E1295D6FEDCD52DD526,28.1485133,-15.5397699,2.4803307048,1701396804000,01-12-2023 03:13:24
4B4758B62B9D82CA301A29C665846D8E4ABCA306D1384720183FFC279252E8EE,38.8448,-4.0314716,5.0266405723,1701396803000,01-12-2023 03:13:23
2AAAF131A0E7ABB23D076B1EBB444BCECE83D3233F265BB7387B69A85C7DA84D,37.3316733,-6.8021566,0.0097378855,1701396802000,01-12-2023 03:13:22
184DBED595C6F20AB530A4BE4CBCF519BB96DD91510E147A00E67492DBD8EDE6,37.1788266,-3.61254,0.0,1701396784000,01-12-2023 03:13:04
740A75AE1B57C5D8AD420811A655ADB2D3647CE29F2CEF3ADF0DDF5D83C424A6,41.4049366,-2.6249966,0.6344803332,1701396760000,01-12-2023 03:12:40
328FB9834877507F2F4DA3A5F44EADAACDCE9D96096FA0829339C9888A66E2E7,43.2694316,-1.9566283,0.13574489010000002,1701396759000,01-12-2023 03:12:39
F0F277EEF5C8728A87E6D8DB3BE1C61B1BF6A0298E08B5EB4F4464F79596D79A,39.4265516,0.2157866,2.7253331765,1701396758000,01-12-2023 03:12:38
26E1DA42B9E0DD85963E740831280367C3F15F22CE9C3F585C57CB52E3BC74B5,36.7329766,-4.4249433,0.4306427859,1701396758000,01-12-2023 03:12:38
D9D9D59026E4C7569F2B1ED821BDDCFDB7CC5CA4D82B4EBC06EB64696AEE3346,32.6259883,-115.3875283,0.2879963068,1701396757000,01-12-2023 03:12:37
09D6BBFFC31C042E82D726ACDF6829F4D525A852C4886D393B2FB8C37FB0A451,36.4135383,-6.9918349,0.6907971189000001,1701396754000,01-12-2023 03:12:34
7326E87A9FA1258D1654E6E0A2B1F237B2622CA2F03581C5B7443CCC248EB5CB,37.567,-6.753795,0.0,1701396746000,01-12-2023 03:12:26
7E07F310AF5C165D5B89602328AE9B7DD107535F83B3CFA9E439DE2621425558,39.9826799,-4.1272766,0.0,1701396746000,01-12-2023 03:12:26
1FE60CE123FE31D1895941F5902C518E1368095294E9D5414FD1ADB8D0D07BF1,39.4658066,-4.6355933,0.0072280418,1701396744000,01-12-2023 03:12:24
403307A6CB01BD90A5E0898A206B9F205C0605AC2A5B93643E3430A24140A3AD,42.42284,-6.8345,0.0,1701396728660,01-12-2023 03:12:08
71ACD724923C85A66ED63A81EE357EF0FAEBE006A29631DDB46267FFC48FBF31,44.4538516,-2.8281116,0.0,1701396725039,01-12-2023 03:12:05
1173FF580D7A0102745E9BF6DAB0C15047B3B8DBDCF98EBDF79A99AB849F6D17,39.4705033,-4.573705,0.0537176108,1701396721000,01-12-2023 03:12:01
516291E66CB7B610917EC0E831D1400378A69D1C8F3651431F5D95250A8D4E82,45.8982783,9.5813033,0.010014041000000001,1701396712000,01-12-2023 03:11:52
7198D7E85E35C8BB2C86973F1BEBE0A202E1A04FE3071B79F9BF1732B759F39B,39.403065,-4.6860966,0.0815176438,1701396702000,01-12-2023 03:11:42
DE270AC86D7A5AF5255D130A15B83A4A5536E712ACBDAC6B87A8638D9EF9B2E6,41.3886083,-2.9949466,0.4894462028,1701396699000,01-12-2023 03:11:39
1F4B95AF5D5AE4472CBFF63824B09DB03C5673705A9ADEE5E1BA26E111E86370,37.3715383,-5.8824149,5.0092804815,1701396699000,01-12-2023 03:11:39
76EC2FC54BFD61A8798D9B089470DAA7679F072C642E6E7A66E72EE7F5FDB2FB,43.6851333,-7.523135,14.618739568,1701396698000,01-12-2023 03:11:38
D27B62DF2FE5D39E189D483C49D0DD12E9CE25A8778307460262F026137B0350,44.8983383,8.58137,0.0,1701396697000,01-12-2023 03:11:37
9DEFC3A62FB03850067A32353B7FD765C84EF7746C5E09E5B1FD037FFF4C2291,37.3422433,-6.1422115999999995,0.2060897294,1701396683000,01-12-2023 03:11:23
8B0FE8F5A3D03881366DD8F638A5D48BAB1174DC7DAFCA6E48EC624B6E1BFCBB,37.3278466,-6.82422,0.5411512251,1701396679000,01-12-2023 03:11:19
4B2ABF0EECD4EEA20AD134D94167F32BEDAEC963E4A9BEE5AED0D23F3CC5C92E,46.3866499,11.7364666,0.0,1701396668000,01-12-2023 03:11:08
B19E3062074233B34F88B5CB0C9BEC74F6451377456E77C00BE1D3F857BD3C21,40.3567716,1.1615816,3.6017689794,1701396666000,01-12-2023 03:11:06
91F9AFDC6C1985163F8A761E33D2A8D932D808A4C7FD5A5F862EDF40F50CC4FF,40.6086633,-5.4366616,0.010088411200000001,1701396662000,01-12-2023 03:11:02
EB34054A93943641A4E6CBD287B277F5D4D8F767AF834440B2BBCB8F2C2AF036,20.3394153,-69.9435714,0.3150890445,1701396643000,01-12-2023 03:10:43
B505798DC7ED76BB9D4538F2F4057A1DF38D96751F3DB4F05EBED09AC13BB45A,36.7086066,-7.8711733,0.019119778400000002,1701396633000,01-12-2023 03:10:33
D3D181F52F5EE2B6C3D00F9F12CA91F879CA7A6CD66D70D969750129A723856D,37.7327683,-3.4473533,0.0055994221,1701396620000,01-12-2023 03:10:20
563A1BE3BD9674BAEDF45DA863F17BD1B978D922EC74974FB18E03C9762B5E9D,38.6511883,0.070315,0.012677349800000001,1701396586000,01-12-2023 03:09:46
B81D5D3C0ABD5651D35460611801239A551537387FEDC8EFD43EC51B6EE751A2,17.494199,-70.8125513,0.0013332653,1701396538000,01-12-2023 03:08:58
41C7062648C8DBF0EA80651CFD608A92D98013F7F67CBC4C2A89D526D8AC9F16,54.0153188,-2.6331396,0.007743971400000001,1701396534000,01-12-2023 03:08:54
09146B272A3A4286F445DB065CDE7500601FEB1F28507C9639C44DBD771361FC,39.9807732,-3.8387740999999997,0.002006328,1701396475000,01-12-2023 03:07:55
3DE64DF06FD8CFEC76AE8A4B53324AAB80E0046B86D6D688D95928B47111C0E4,40.1996683,-3.6792366,0.016805943400000002,1701396463000,01-12-2023 03:07:43
F582339AB64D6D4963524FE3B67365628FB7D1E9EBCE37BEB5144BA76B7E09D6,42.2285516,-3.8475533,0.0428027854,1701396371000,01-12-2023 03:06:11
35CE4C597BC12F20609FFC7F4BFA31035F14B6CDEAC0524928635B089CDCAC11,38.3933316,-4.91652,0.0081264274,1701396270000,01-12-2023 03:04:30
AFD5148D8A999F8F2550CA4016B323A81490232058731E5BD298BCE508F41106,44.918255,-6.2426166,0.010061897,1701396233000,01-12-2023 03:03:53
7FB55C4F0623731D72409C5679C839975A071063905165FFBBA185E81621D0A1,35.68986,-5.4443966,0.1961433042,1701396227000,01-12-2023 03:03:47
17EF290090A9EDE96C2B3EC2F6045398FD269B250C4FAAAD79710903A313A36C,41.3779016,-2.6908533,0.07533771510000001,1701396175000,01-12-2023 03:02:55
B63287228FC7EFF8199A3AD3348647347BD729F7F432C4450A1B02EDBDDB2B7E,37.5731383,-6.75364,0.0161670038,1701396104000,01-12-2023 03:01:44
39A7C03D597FA1866B013468871534F511F50FC1679C2A121B1A0A2E965C4635,43.3772399,-8.0992983,0.2923032515,1701396051000,01-12-2023 03:00:51
EFBFEA45FDDA61154A0E59ABA3E3934E7C85941EEFAEFB7062482EFF192DCC74,28.999225,-14.3905566,0.0373546387,1701396023000,01-12-2023 03:00:23
9C9076CB9640A64485A4E8B403C8CAF385132A4F511F3ED78B538EC464BD0926,43.2019366,-2.0426366,0.0378696527,1701396022000,01-12-2023 03:00:22
7E4A080157027B36C4D596160AC49CA6DBA51495D30AB66AC4B6C5D44B16E263,30.61021,-117.3958966,0.0,1701395973010,01-12-2023 02:59:33
D0987C421B7385E3BF5BC30D521B4F7684CDBC4CCE30DF650B89F94579B337DA,37.337355,-5.99097,0.3669596013,1701395962000,01-12-2023 02:59:22
730655A225241D534D1C78911ACA85AB05E607C709D7B9520443018F8A067709,43.37929,-4.0386966,0.0,1701395882010,01-12-2023 02:58:02
5471D4E9DBCD688F2DFC585A49AF6C88AA5C7A0B25A4EB1A3F155A715384447C,39.5622316,-4.61875,0.1891393438,1701395763000,01-12-2023 02:56:03
0A95FDC924A12D084991F164A4C6801FFD1622AA0B750D3F6649C4C6DF738FAF,38.8639283,-1.096725,0.016863327100000002,1701395661000,01-12-2023 02:54:21
7E5CA7B664BF522C5E7C8AAD5D5AD1FB937DF98C7F58DF9452CBBD5215238374,41.4384416,-2.36635,0.0079295952,1701395516000,01-12-2023 02:51:56
4AF366194AAAC7CF7D57BC97B66C6E14ACD5F2666F92F33391F9DF8077349632,28.01364,-15.428985,0.0,1701395488000,01-12-2023 02:51:28
667CDA8F29183BBCAB7CB48FEB643A79E064A27392D96D6392BB0F086E9E56D1,18.8485994,-72.6432304,0.0007052627,1701395454000,01-12-2023 02:50:54
7A06063FA823557213CDFF5ACAE6A6852CAF3E72BFEF400205A28C766001ABE0,42.5281816,-9.220485,0.0,1701395323000,01-12-2023 02:48:43
850830DC83E7AC2B54F3947C96BDB51ADD8CE26E3802B1018007BE4C6FEFC3B9,28.0883983,-15.4403883,0.0265703234,1701395249010,01-12-2023 02:47:29
E8D5D7745EE18927FC55BAD5FD79EA2AE5C9C781209D76F070370B1DB612B47A,44.2733349,-4.8104166,0.0,1701395232000,01-12-2023 02:47:12
B9C3A5DC077611D8C32009DC93BD959610A01ECD526463F97569FB8DAA57B291,36.7113866,-4.4368216,0.0032276791000000003,1701395054000,01-12-2023 02:44:14
B5E5F5D56EC1A0018326921D24E5E67A17CF2D0A2239D1E277F3A20E5B411114,17.538144,-71.0341785,0.0023232139,1701394982000,01-12-2023 02:43:02
794036F4C2B8ACC9F1283FF50A11F26FBAA9EAC71F1A8C0A679C3F4AC00882ED,41.2938066,-2.82464,0.010370944200000001,1701394967000,01-12-2023 02:42:47
2CB47A300E1BF3463CFCDBAE169AD56B99A378744FDD8FC0450114B41E1146AD,39.8917083,4.2380449,0.1217098216,1701394966000,01-12-2023 02:42:46
592CC2AABC99C7CAA28E97EF978606A85E961B50ECA4EA6043052F7457B39E17,41.1382333,-1.4187665999999999,0.0241711397,1701394933000,01-12-2023 02:42:13
E695026A7DACC78360B0DFA577DB373C369226B488C2D5CED671FCEF13C066CA,37.0458366,-5.1685083,0.0108731816,1701394889000,01-12-2023 02:41:29
572AC77A5DE790549FEE5175A2B243ADE2CA3CE6CF97AD5735784BA335DE15BA,20.4883002,-69.7196365,0.0017555627,1701394829000,01-12-2023 02:40:29
9010AF87D0F1FCB0AAE1560B63C773703D2207A299A992D278C0AB8B11A50B6C,19.3776313,-70.3533157,0.0011384206,1701394801000,01-12-2023 02:40:01
45FF096FDD948BC95896C20E328519DDC81882C6850A55275B1A6F561DCEEDC3,41.1996616,-2.6791483,0.008897124000000001,1701394657000,01-12-2023 02:37:37
4CD3FCAC24AA17EB8A4985E4F997FD3730871E563B5536B369A38FB9F5E20CDB,-32.986541,-68.78885,0.0208611455,1701394633000,01-12-2023 02:37:13
F28866C0CF5333C77C245F93F8BE91DB1615539BF1188E087D18FB6EC9040A51,26.99921,-16.3905233,0.0,1701394605000,01-12-2023 02:36:45
892C6432846C97CB4EEB83A9979FCD72FD379EBD870EF8197E7D3198ED7FB843,39.5802616,0.0131083,0.0037217481,1701394574000,01-12-2023 02:36:14
819E6C37F3BADB27EB7E184F15B91B3B5C093D8FD55FF4082DDA5939D8713135,41.2320783,11.1705649,0.058884452100000005,1701394467000,01-12-2023 02:34:27
E3E8F1AD9B12379B532D35471D0A4CB38EC76FB9448BADEA9F411A71487B31C4,36.4510816,-6.2177733,0.0124138735,1701394437000,01-12-2023 02:33:57
3F96C9013935D50EECF37D1327A9282609C3FB158965352D0A5202A86BB2767D,38.0566716,-1.2522266,0.0073400071,1701394397000,01-12-2023 02:33:17
0B16C103B2FE78C77FD3062A6126735E428F9ACE9432C0E7B1A03E28774F533E,37.9191049,-5.0675283,0.2668266654,1701394392000,01-12-2023 02:33:12
671D8B81DD587CB93F5DAB19E861BF70ED5F9464E646842113481950C358B3EE,40.15388,-8.8580483,0.0980415666,1701394390000,01-12-2023 02:33:10
D690A42B4F6881C041AAB9AA34E095E67C30D183992E7BDF42CA7CE8B0A0DFF7,29.0999566,-14.5363316,0.1561003316,1701394263000,01-12-2023 02:31:03
7EC070513C90F85CC0D9282F55D6418B5BE5ADD95DF1ADE195847F3C1C72A5B8,18.531359899999998,-70.5072456,0.0266610601,1701394103000,01-12-2023 02:28:23
8C9E29596F8BCA1DED94335E1F2ECBD03A860FFF9ADD8403028BCADCABA7D86E,43.352355,-3.70303,0.0133589183,1701394024000,01-12-2023 02:27:04
8B2987B5E71A1E3A73B4F3A77C3F6706CC42DF7AAA8EB5D9ECDAA766AE064719,36.4128266,-7.0817733,0.0170283391,1701393998010,01-12-2023 02:26:38
9E1AFCD5BA4E22A6760253B3D722E4263303C8E9629BB44029D4F9672DF44A13,17.4679955,-70.9366316,0.0064752049,1701393920000,01-12-2023 02:25:20
508F5591B74AE64243D2DCF64C584E049B90F347F02FFCBC647164BB8D2FE9F7,18.6813404,-70.1720946,0.0034509251,1701393879000,01-12-2023 02:24:39
D3B4423A12AEE5998930D36B7149629F2E3277B42F56185550352C4B4EB0F1AB,41.4528916,-2.4582999,0.0490993842,1701393877000,01-12-2023 02:24:37
0B3A660C8E3107EC0EB2164B316AF34D87F2E2B9C3C02A7660E71DBFAB3946F9,37.6511116,-0.9306833,0.0313707598,1701393609000,01-12-2023 02:20:09
EB2A6A87699158B39E60CC03B7EBBF58DDF72D8B8FB0615662550F7FD652C45A,42.43377,3.1688933,0.0463716167,1701393399000,01-12-2023 02:16:39
C6FCE3D69653A0C262509EA6E8A244B4CB6921DD5E08BC3B5502FFC88D6AE9D1,27.4283416,-17.31391,0.9675297204000001,1701393396000,01-12-2023 02:16:36
20D9E1AADD3EE292E10413E50100C20D4FB66215D8543D3574CAD4CA1296A73A,19.6396833,-69.5424584,11.2811635458,1701393232000,01-12-2023 02:13:52
A605E6E27F7A227D850383830C5DAE3486B3B5F4EF4E2764F7F2DC6D6DDC5767,37.8539233,-1.3029533,0.0,1701393208000,01-12-2023 02:13:28
BDBDAA0BF1A202B5696855193C0EF1D4E19B4D7CB6BA5AA9702D68A52C897B12,26.999155,-16.3903566,0.5357773276,1701393096000,01-12-2023 02:11:36
6066442343EEFE8AD80976BF33D09F16C7A9B1D724AE30C32A2605B46F13C28A,55.9416997,-4.1378277,0.0070612136,1701393034000,01-12-2023 02:10:34
CB3976372FB0962DA9709A60F3C10C4B5416ED10B87D491AAAE44BAA2296C7E5,43.7577099,-7.433585,0.0176732345,1701393030000,01-12-2023 02:10:30
72064674F47A23AF0B83A7C032A8B93936E34D2E66530C65DC1C04CCC6377DAD,43.354635,-2.6920566,0.0318831115,1701392915000,01-12-2023 02:08:35
96CCDDEBC559BA6C00439D619E2F188E69090FD1EE9491C275FE8A3B84B1DCC3,40.296805,-3.7914,0.0021499401,1701392782000,01-12-2023 02:06:22
2FE46DCA0220800B1CBBBA71DD7A7010E66E8C95FFD69CA7AED0022E01C84D55,38.3820433,-5.1174333,0.0078113848000000005,1701392746000,01-12-2023 02:05:46
F4AE0241D1A98FCCB07393881F2EB5F012112A9453EE549C474D6C427E650864,37.3381233,-1.9964483,0.007161165000000001,1701392745000,01-12-2023 02:05:45
11D0D9F18EE4B3A809D923630F11B98A2153A005FD1EA64AC9177B4B7737399C,42.4851983,3.1760866,0.004477631,1701392732000,01-12-2023 02:05:32
B8530D870A71A5A31DAB7540A0F1E2FD3D553C4763A7AAC30508ADE45FE6E22A,54.5228874,-1.5468612,0.0049431484,1701392606000,01-12-2023 02:03:26
15B102B52BFF55DFE9F21D1C320F93BBBD882C85BC185F8A6E5A9119578439BA,41.2788683,-9.74626,0.0048845306,1701392534000,01-12-2023 02:02:14
0872559FB2E1D5E4ADBFECC22DD8AC7ED66EF76026E1AA97D9EC085F2F413185,20.6806899,-69.3725832,0.0008061106000000001,1701392463000,01-12-2023 02:01:03
46DBBE2036029597B9E5A745B2723E3B48CEA05926D052BF2384161CF8B70AB8,18.4305966,-100.2020733,0.0324355005,1701392429000,01-12-2023 02:00:29
1ADA7E72901A47F8F370E2BF41CC537AD861766D5EA4877C6F31ED7DED1249A6,36.50222,-8.2704283,0.010791284600000001,1701392316000,01-12-2023 01:58:36
764AEF68469D65A2A42396FDCFEE59BC51945AA9559CB808755D092F1FF5ECC6,36.952445,-4.539855,0.0090076296,1701392249000,01-12-2023 01:57:29
0B50B5AF0509E8A49158007E5E2B64366663DC54C5FD4C3E76E3FBF8ED261934,42.0634816,-7.1354666,0.0065532884,1701392121000,01-12-2023 01:55:21
751DE836EF44669C1D535651A792CCB2F2CA5E1DF2A70D791922763744110CBC,41.3032466,-2.7008916,0.0033562947,1701392091000,01-12-2023 01:54:51
DCB09F98EF52096CE28A77C65E1F24625ED5279C243B10988B49B364ED59F025,42.3500016,3.0711366,0.0140347995,1701392014000,01-12-2023 01:53:34
C45D1B997E2C771440AD44B4EC93794F1E6FE175EE49F8D49415BD1213ED4507,41.385045,2.1415316,0.0259213072,1701391972000,01-12-2023 01:52:52
82FDF5C4ADC6E39A518110E31495EFB4F9C1F561693EA662EF8FAD8D63999384,37.9000366,-4.6616816,0.0676772067,1701391890000,01-12-2023 01:51:30
6148713A6F329584E4C09884CB53EB63EF06A7CC9386E01998CB7832594AFFD3,40.2918333,-4.0122633,0.050628431700000004,1701391818000,01-12-2023 01:50:18
CA93FB7C2164238FD95910FB92316B6B21863EFD7D3E248D3414DA5AB8BF52AA,40.3932666,-3.68874,0.2488203812,1701391726000,01-12-2023 01:48:46
8CECB523F0EF7C77F7990DA313F6009AC496E1E060A881986DA7C09AB16474EA,43.1987833,-7.7835116,0.00046161730000000004,1701391681000,01-12-2023 01:48:01
F1B2B87C7D3D0D8652C36CD40ABF6460D9ED377C1FF8E97BCE56D9CA5EC26A38,36.2059816,-8.0180916,0.0,1701391599010,01-12-2023 01:46:39
AE761A87AB9E32A666F296B3596A9CD533B214ECA5D011EE7C0CAE3C6CE822F4,19.680706,-70.3725797,0.0035185606,1701391593000,01-12-2023 01:46:33
069683C681F78E1053AF5A8EE9B0B3104A37813A42FFFB1BA9B8BCE4775FF700,37.9021383,-4.7554083,0.3335279031,1701391508000,01-12-2023 01:45:08
48A091042A17E8BAFDB314F4E5B2CF1B81F4BB65B72F9EADA75133E81A166EE8,36.2510833,-2.9129283,0.0186862592,1701391474000,01-12-2023 01:44:34
C5CA505C663047FA69C208AC3B341057A18DB5E4EACBE1B31B23E05FF92EFD39,37.2542133,-6.9520416,0.0604727085,1701391404000,01-12-2023 01:43:24
FE077AEA5BFDB986C3F280DAA9E9B9194663B8BAE080BEB111D612BC4FC9202C,40.3479899,0.7083733,0.0168082128,1701391399010,01-12-2023 01:43:19
9B30EC5805C1F5379533B39ADA6DF0658014AA699E9323F33A09BAF2F04B9E16,37.1728033,-3.9657833,0.0060421265,1701391355000,01-12-2023 01:42:35
181A6026ED7AF9758B06127D107AEA2B827246FE86C61B4565FC8F915BC2DC53,42.22513,-8.7354983,0.5437176466,1701391200000,01-12-2023 01:40:00
2AD03D657048B0C07BE1FE1B38DD0427AA36B13BF57B38BBE1D2D5682B11666C,37.8736133,-4.8007716,0.010143139300000001,1701391187000,01-12-2023 01:39:47
22F16451D967EC0E64ACA13AA45CEE744BF78E16D10B1CF00A7344A6CC4AA800,39.9383633,-2.98103,0.0011205288,1701391081000,01-12-2023 01:38:01
CE5F67198E0D4EF521FDDB3395D7AEE26815A2A9E45802F1E866281CC93E5CD5,42.3629366,-9.4164283,0.0324850851,1701391009000,01-12-2023 01:36:49
E69D60580100D0461193C6EEF546D7D8F1C16A4DB77DD2A8C28C5E412560CF24,42.4543066,-4.8273266,0.645055967,1701390994000,01-12-2023 01:36:34
EC690CEDF730B924D448C2E355203C5722778D4FEC36AEDE915615B89163A0DA,44.3278983,-7.4294183,0.0409600417,1701390905000,01-12-2023 01:35:05
D8842171F6C11C48B042E582572630E9BE3ECC1C4F0D3DE6439B65C4E56DB1C5,42.1367633,-9.0354766,0.0078169322,1701390852000,01-12-2023 01:34:12
81A66139C6AD03C52E4FC2BD60F05DCAB64366E6B48706C3AE5BE60F6464A436,45.4366649,8.6003466,0.0012952197,1701390833000,01-12-2023 01:33:53
CFC8E23AB50D375541014448310312DEB58C3A69A2292705B9FB8E2A5A1B60AB,43.3068216,-3.0095633,0.025397318800000002,1701390807000,01-12-2023 01:33:27
768E6E117FC04FF7B66DCF13967B917C0689C55B8BF393487D6FF5912B77D2F5,43.34943,10.718895,0.0668385593,1701390406000,01-12-2023 01:26:46
44C8A1AF0DE74873DDA53C547CDE57CE0ED68811C3D22936C420588ECCE39BF4,43.2234216,-2.8901533,0.0068434179,1701390252000,01-12-2023 01:24:12
61E9C8A81EEC32F7DADD350A7DEF8062150D99E745599F7F8E4FFAB8E35187E6,37.8704433,-4.7953849,0.0740931494,1701390122000,01-12-2023 01:22:02
9C068A3867FCD608DB8B947A1F23EC1208950C18E3EF0B746E9B2F4310CE4883,36.2901666,-7.38553,0.5793132333000001,1701390062000,01-12-2023 01:21:02
9B601CE80D877E39671E5F451442AEF07FDB299F63E29CF2FA879BD999E6C92F,-31.977026,-67.648492,0.0137319011,1701390061000,01-12-2023 01:21:01
23ED941E3ED5B0591B9F22826E331B2FCB3F1C8D49F661280801A3C964C2FBAE,38.4466316,-7.503685,0.1191698307,1701390033000,01-12-2023 01:20:33
242A2619487D11B7DAE7B8DC7730724E8A3708B59E8801E1A5DF010C57736FCD,39.443195,-0.38747159999999997,0.0097923929,1701389942000,01-12-2023 01:19:02
AF69B29555A2B9300AD69F0DD4A23363815A6F6F738E2101803859FC7837E341,43.2607616,-2.928175,0.017653727100000002,1701389742000,01-12-2023 01:15:42
5A0441657EC05DA320F373A5EF00D80490BB14853283225899B26A41E11FB993,44.350885,-7.39727,0.039256629200000004,1701389737000,01-12-2023 01:15:37
5E8EDF55BA6EF0E4F0D8E0EF7C9407FED69E720B6E274B80EF7A80193A73B1B4,45.39226,-2.6144683,0.0083672055,1701389690000,01-12-2023 01:14:50
79FAC09BD0C0202DF4FA067B1C35E780A118C5B4C4641D16D8175F1A069598F8,39.6236866,-8.1228016,0.0474677658,1701389337000,01-12-2023 01:08:57
8BF12194622A41A0C1789A99634AA8F81B08BBF7C271BE92A62999EC14F0BB4B,39.3851199,-6.75542,0.529281223,1701389127000,01-12-2023 01:05:27
AAAEFD88472AFE7F8B9A417CD689BB28B3BF408EB543D9CFC30E3323980F1746,41.9947466,-8.5511183,0.25121902890000003,1701389031000,01-12-2023 01:03:51
53B723B5B66F6F1F7EF96F7CE1767728B85189E9D8D8AF4880028575130CBB3C,28.42859,-16.31384,0.0213743571,1701389021000,01-12-2023 01:03:41
46094EC0E6361427879309233F1B8A92A3EDBE53B30BA76F41AD457052224420,37.6511049,-0.92981,0.010941141000000001,1701388988010,01-12-2023 01:03:08
4125FA3B0E4FC858C478D57876D70F05A13A37FD952933941E8E6F06AF8BB0FE,38.2876666,-4.934755,0.0123126148,1701388970000,01-12-2023 01:02:50
AB84F8F8ACB033E9E444548A8C4769951BD2D1134E3238514C6CF3D922494379,-34.0120973,-69.9037871,0.007968143,1701388948000,01-12-2023 01:02:28
